<TOKEN>,<NUM>,<DATE>,<CODE>,<DESCR>
519,4,06.08.21,003,Сломан станок контактной сварки (искрит  но не работает)
520,5,10.08.21,003,СП-23 загроможден готовой продукцией. Небезопасно производить свар.работы
521,6,11.08.21,003,Раздулся шланг сжатого воздуха на СП-27. Опасность получения травмы
522,7,16.08.21,003,Не вывезена готовая продукция. СП-29
523,8,17.08.21,003,Течь с ливневой трубы. Затапливает СП-20
524,9,18.08.21,003,Консоль вытяжки на СП-25 не фиксируется
525,10,19.08.21,003,На свар.участке очень душно. Отсутствует общая вентиляция. Температура на раб.местах более 30 градусов С.
526,11,20.08.21,003,СП-20 нет подхода к посту. Мешает комплектовка
527,12,20.08.21,003,СП-23 на кабеле заземления повреждена изоляция.
528,13,23.08.21,003,На участке не убран прокладочный материал
529,14,25.08.21,003,В воздушной системе конденсат
530,15,30.08.21,003,Сварщик передвигается по участку без СИЗ
531,1,01.09.21,003,Со склада приходит комплектовка в неподходящих котейнерах. Заготовка выступает за контейнер. Возможно спотыкание или порез.
532,2,01.09.21,003,На проходе из контейнера торчит проволока на уровне колена. Стропальщик зацепился за него и порвал спецодежду. Мог получить травму
533,3,01.09.21,003,На сварочный пост привезли заготовку в сломанном контейнере. Риск поломки контейнера при транспортировке краном.
534,4,02.09.21,003,"Оторвался кабель заземления на св. аппарате пост № 24
"
535,5,02.09.21,003,Оголена проводка идущая на освещение. Возможно поражение электрическим током.
536,6,03.09.21,003,На пешеходной дорожке стоит контейнер с острыми краями. Риск получить травму.
537,7,03.09.21,003,Деталь выступала за габариты стеллажа. Есть рск получить травму.
538,8,03.09.21,003,Разлита вода на полу склада. Риск поскользнуться.
539,9,03.09.21,003,Заставлен контейнерами проход на участке сварки  (с готовой продукцией).
540,10,03.09.21,003,На участке используется молоток со сломаной ручкой
541,11,09.09.21,003,Готовая продукция стоит на проходе без тары прислоненная к столбу
542,12,09.09.21,003,При входе в цех имеется неровоность в полу. Риску споткнуться.
543,13,09.09.21,003,Оператор оставил палету с баллонами открытой и с не пристегнутыми баллонами. Возможно падение баллонов и их повреждение.
544,14,10.09.21,003,"Открыт шкаф освещения на участке
"
545,15,10.09.21,003,Край швеллера из контейнера торчит на пешеходную дорожкку. Возможно спотыкание или порез
546,1,01.10.21,003,Масса на сварочном аппарате  неисправна
547,2,06.10.21,003,Поврежден кран сжатого воздуха
548,3,08.10.21,003,Поврежден рукав вытяжки СовПлим
549,4,12.10.21,003,Комплектовка складируется в проходе
550,5,15.10.21,003,Перегорел светильник
551,6,18.10.21,003,Поврежден кабель заземления
552,7,19.10.21,003,Просечка сильно выступает за границы поддона. Риск наткнуться
553,8,19.10.21,003,Поврежден силовой кабель свар.аппарата. Опасность поражение эл.током.
554,9,20.10.21,003,Деформирован контейнер для деталей. Опасность получения пореза
555,10,21.10.21,003,На свар.посту лужа воды от фонтанчика
556,11,22.10.21,003,Шланг для пневмоинструмента поврежден
557,12,25.10.21,003,На проходе лежит готовая продукция
558,13,26.10.21,003,Поврежден штуцер на пневмо системе.
559,14,27.10.21,003,На сварочном участке используется самодельный удлинитель (сетевой выпрямитель). 
560,15,29.10.21,003,На С.П. 25 есть утечка воздуха в пневмо системе
561,16,13.10.21,003,Комплектовал  ударился каской о выпирающую деталь.
562,17,15.10.21,003,"Торчат краны вдоль ""дороги жизни"" (система воздуха)."
563,18,12.11.21,003,Ударился каской о торчащую деталь на сварочном посту.
564,19,24.10.21,003,Ударился о торчащую деталь из стеллажа
565,20,21.10.21,003,В контейнере с прокладочным досками  выявлены доски с гвоздями.
566,21,23.10.21,003,Из под ворот дует холодный воздух (с улицы). Необходимо запенить.
567,22,11.10.21,003,Темно на промежуточном складе между 15 и 14 стеллажами. Можно пораниться или упасть.
568,1,15.11.21,003,На полу у станка лежит пачка с полосой. Существует риск спотыкнуться и упасть.
569,2,15.11.21,003,Эл. сварщик вышел за комплектовкой без каски.
570,3,16.11.21,003,Из стеллажа для хранения штампа на проход выступает часть штампа с острыми кромками. Существует риск получения травмы.
571,4,16.11.21,003,Эл. сварщики   243 и 244 участка забирают баллоны со смесью без защитного колпака.
572,5,17.11.21,003,Из стеллажа для хранения металла выступает швеллер. Существует риск получения травмы.
573,6,18.11.21,003,Работники 150-го участка (склад) используют непромаркированную лестницу. Отсутсвует проход между стопками готовой продукции.
574,7,19.11.21,003,В проходе между 2 и 3 пристроем рассыпана дробь. Риск упасть.
575,8,23.11.21,003,Водитель-экспедитор находился на площадке 150-го участка без СИЗ  без медицинской маски  без специального жилета.
576,9,23.11.21,003,Из контейнера с комплектующими выступает уголок с острыми кромками. Существует риск порезаться.
577,10,25.11.21,003,Водитель находится в кабине при погрузке на 150 уч. Автомобиль ВЗТ.
578,11,25.11.21,003,Из стеллажа для хранения металлопроката выступает уголок. Существует риск получения травмы.
579,12,26.11.21,003,Между 2-м и 3-м пристроем в течении работы на полу скопилась дробь  существует риск подскользнуться.
580,13,29.11.21,003,Из контейнера с комплектовкой на сварку выступает профиль с острыми кромками  существует риск порезаться.
581,14,29.11.21,003,В проход из контейнера выступает струба с острыми кромками. Есть риск получения травмы.
582,15,30.11.21,003,Готовые изделия выступают из контейнера и перекрывают проход
583,1,01.12.21,003,Баллоны в месте хранения без колпаков.
584,2,01.12.21,003,Не фиксируется рукав вытяжки (Совплима).
585,3,02.12.21,003,В зоне хранения готовой продукции разбросан прокладочный материал. 
586,4,03.12.21,003,Лопнула  труба воздушной системы (рассохся шланг)
587,5,13.12.21,003,Проход заставлен готовой продукцией
588,6,13.12.21,003,Отсутствует защитный кожух на УШМ.
589,7,14.12.21,003,У ДРБ на полу рассыпана дробь. Существует риск падения и получения травмы.
590,1,06.01.21,004,На полу возле станка подтеки масла. Вероятность подскользнуться и получить травму.
591,2,06.01.21,004,На телеге с поддоном лежали большие детали  без красных предупреждающих треугольников. Риск не заметить и получить травму.
592,3,04.01.21,004,Возле станка неровные полы (бугры  канавки). Вероятность споткнуться и получить травму.
593,4,06.01.21,004,Возле 1 SG проходящая по полу рейку заземления отогнута вверх  опасность споткнуться.
594,5,06.01.21,004,Около станка SG2 лежал сломанный поддон.
595,6,20.01.21,004,Проход к инструменту заблокирован металлом.
596,7,20.01.21,004,Шел по территории завода  проходил через участок тротуара  где гольный лед-чудом не упал.
597,8,21.01.21,004,За станком №17 была утечка масла. Риск подскользнуться и упасть.
598,9,26.01.21,004,Около ящиков с матрицами споткнулся об  старую полосу заземления
599,10,26.01.21,004,Возле станка №3 небрежно складировались поддоны  могло привести к различным рода травмам.
600,11,26.01.21,004,На участке штамповки возле станка №9 лежит поддон с длинными обрезями  можно получить травму ног.
601,12,25.01.21,004,Между станками №2064374 и №206363 стоял поддон с длинной полосой и мешал подходу к столу.Риск порезаться об торчащую полосу.
602,13,22.01.21,004,За станком №6292 на полу в проходе лежал шланг подачи воздуха. Риск споткнуться и упасть.
603,14,25.01.21,004,Постоянно закрыта 1 дверь на выход с проходной.
604,15,25.01.21,004,Обходя абкант споткнулся об провода  лежащие на полу. Чуть не упал.
605,16,25.01.21,004,Лестница в плохом состоянии  постоянно спотыкаешься  особенно когда помоют полы.
606,17,26.01.21,004,В комнате для приема пищи торчит дюпель гвоздь из пола есть опасность упасть и получить травму.
607,18,26.01.21,004,Из гидравлики станка подтекает масло с попаданием в рабочую зону. Есть риск подскользнуться и получить травму.
608,19,26.01.21,004,Восстановить полы возле ВМ-200.
609,20,26.01.21,004,В душевой отсутствуют резиновые коврики. Есть опасность подскользнуться и получить травму.
610,21,25.01.21,004,Закрепить листы металла около 1 лазера. Возможно споткнуться и упасть.
611,22,25.01.21,004,Споткнулся о выбоену в полу возле лазера №4
612,23,25.01.21,004,Около Хаммерли 200 полы пришли в негодность.
613,24,25.01.21,004,На столе оператора лоток для документов торчал  можно порезаться.
614,1,01.02.21,004,При входе в цех висят огромные сосульки  которые могут нанести травму при падении.
615,2,03.02.21,004,Негабаритные детали лежат за пределами разметки.
616,3,03.02.21,004,На станках SG на контейнерах для выштамповки сломаны колеса. Применяняется большое усилие чтобы их сдвинуть с места. Перемещение без колес портит бетонное покрытие пола.
617,4,03.02.21,004,Не исправнв рулевая колонка кары. Люфт 360.
618,5,04.02.21,004,В зоне где открываются ворота - на полу торчат штыри.
619,6,04.02.21,004,На складе около зарядного устройства из пола торчит арматура  на которой можно споткнутся.
620,7,10.02.21,004,Станок СГ№1. Одна из телег для деталейимеет поломку стопора колеса. Опасность выката телеги на оператора.
621,8,10.02.21,004,За станком ФП№5  в районе парковки погрузчиков  из пола торчит штырь. Опасность получения травмы работником.
622,9,06.02.21,004,На шкафу для инструмента выступает край от поперечины. Есть риск порезаться. 
623,10,17.02.21,004,Чтобы вылить конденсат с компрессора. Надо пролезть через кучу шлангов и труб. Есть вероятность  что оператор запутается и упадет с канистрой.
624,11,17.02.21,004,По полу идет труба к которой приварен кран. Есть риск споткнуться и упасть.
625,12,24.02.21,004,После ППР был розлив масла возле пресса. Была вероятность подскользнутся  что могло привести к падению.
626,13,24.02.21,004,Щель в стене в углу. Дует ветер - риск простудится и заболеть.
627,14,24.02.21,004,"Возле стелажа хранения рабочего инструмента ""Пробивки"" 669  высоко торчащая оттпола шина заземления  от убранного станка."
628,15,24.02.21,004,Под пожарным краном №22 задрано заземление  есть риск падения.
629,16,24.02.21,004,Возле пресса №6430 установлен на стол поддон с габаритными деталями. С острыми торчащами краями. Риск получить порез.
630,17,24.02.21,004,Не закреплен поддон на первом лазере. Возможность споткнуться и упасть.
631,18,24.02.21,004,По дороге на работу около столовой очень плохая дорога(возможность споткнутся и получить травму)
632,19,24.02.21,004,Возле ВМ-200 полы убитые(ямы  выбоины  трещины). Риск оступится.
633,20,24.02.21,004,На участке гибки  возле финн№1 лежал сломанный поддон.
634,21,24.02.21,004,На полу валялась палка от поддона
635,22,25.02.21,004,Металические полки для мыла опасно выпирают в проходе душевой. Риск поранить руку.
636,23,25.02.21,004,В комнате приема пищи в полу торчит дюпель гвоздь  есть вероятность получить травму.
637,24,25.02.21,004,Подтекает масло из гидравлической системы. Есть риск поскользнуться и получить травму.
638,25,25.02.21,004,Поломка колес от выдвижной шторки  которая защащает участок цеха от УФ-излучения
639,26,25.02.21,004,Межде Ж/Д путей лист металла очень скользкий
640,1,03.03.21,004,Станок ACF. Рядом с ним разлив масла. Опасность падения.
641,2,03.03.21,004,При входе в цех. В районе склада  перед дверью образовалась наледь. Опасность падения.
642,3,17.03.21,004,Возле пробивочного станка С5 глубокие выбоины в полах  возможность споткнуться.
643,4,17.03.21,004,Возле станка для формовки углов рассыпана обрезь после формовки. Риск травмы ноги.
644,5,23.03.21,004,не работают поворотники 
645,6,23.03.21,004,не работает звуковой сигнал
646,7,25.03.21,004,Возле пожарного гидранта №22 торчит шина заземления  опасность падения.
647,8,25.03.21,004,Между стеной и гильотинными ножницами Bayeler стоит станок продольной резки  мешает проходу  опасность падения.
648,9,25.03.21,004,На полу  рядом со станком была маслянная лужа. Вероятен риск подскользнуться и получить травму.
649,10,25.03.21,004,Возле муссорных бачков было розлито масло для смазки станков после ремонта станка. Могло привести к падению рабочего.
650,11,25.03.21,004,Возле станка №22 на поддоне положена заготовка более 2х метров с заостренными краями  что могло привести к травме ног.
651,12,25.03.21,004,Стерлась разметка рабочей зоны около станка АМ-80-25
652,13,24.03.21,004,Возле пробивочного станка С5 глубокие выбоины в полах  возможность споткнуться.
653,14,29.03.21,004,На против столовой разбитая дорога. Что может привести к травме.
654,15,29.03.21,004,Л-1 Не закреплены поддонные листы. Возможность споткнуться и получить травму.
655,16,29.03.21,004,За лазером №4 с компрессора на пол течет масло  при укладке металла стропальщиком есть вероятность подскользнуться и получить травму.
656,17,24.03.21,004,Над входом к технологам КРП и ЧПУ плохо закреплены металлические панели  опасность падения.
657,18,29.03.21,004,сзади будки мастеровлежит труба по которой идетсжатый воздух. Об нее всегда спотыкаются. Это может привести к травме.
658,19,29.03.21,004,На участке стерта вся разметка
659,1,05.05.21,004,Станок SG2. Рядом с ним на полу разлив масла. Опасность падения оператора.
660,2,05.05.21,004,Станок FP№1 Рядом с ним находилась телега с деталями со сломанным тормозом. Опасность самопроизвольного движения.
661,3,26.05.21,004,В туалете возле ПРБ не горит освещение  Риск получить травму.
662,4,21.05.21,004,Не исправно рулевое управление
663,5,22.05.21,004,Не работает звуковой сигнал
664,6,20.05.21,004,Станок SG3.Обнаружил сломанный поддон с деталями. Опасность падения деталей на оператора.
665,7,20.05.21,004,В комнате приема пищи обнаружены сломанные стулья. Опасность падения
666,8,20.05.21,004,Станок SG2. Рядом со столом оператора находится разбитая электророзетка. Опасность поражения электрическим током.
667,9,20.05.21,004,Углоформовочный станок. Обнаружен потек масла на полу. Опасность падения.
668,10,20.05.21,004,Вальцовка. Рядом с ней на Ж/Д путях из пола торчит пруток. Опасность получения травмы.
669,11,19.05.21,004,Сломан замок на двери в комнате приема пищи. Есть вероятность получитьтравму или поломку двери при ее открытии.
670,12,19.05.21,004,Возле станка Финн №2 неровности на полу  вероятность споткнуться и получить травму.
671,13,26.05.21,004,В комнате приема пищи находится разбитая электророзетка. Опасность поражения электрическим током.
672,14,26.05.21,004,RAS. Габаритные детали стоят без предупредительных знаков. Опасность получения травмы. 
673,15,26.05.21,004,На лазерном участке возле станка 3Р225(гибка) выбоина в бетонном полу.
674,16,26.05.21,004,В душевой нет резиновых ковриков. Есть риск подскользнутся и получить травму.
675,17,26.05.21,004,ВМ-200 Заменить подвижный стол для поддержки листа.
676,18,26.05.21,004,Скользкий металический лист между Ж/Д путями около МЕтОП.
677,19,26.05.21,004,"Возле стелажа с оснасткой ""пробивки"" высоко поднятая от пола шина заземления. Риск споткнуться и получить травму."
678,20,26.05.21,004,Возле пресса 6429 на столе установлен поддон с деталями близко к краю стола. Риск опрокидования поддона и получения травмы.
679,21,26.05.21,004,Габаритные детали  лежащие на поддоне выступали за линию разметки. Риск споткнуться и получить травму.
680,22,28.05.21,004,Из контейнера с металлоломом торчала обрезь металла
681,23,28.05.21,004,Возле станка Абкант было обнаружено пятно масла. Риск поскользнуться.
682,24,28.05.21,004,Споткнулся  помогая закрывать ворота мастеру после второй смены. Подъём к воротам в ужасном состоянии.
683,1,10.06.21,004,Станок FP№2. Рядом с ним на полу обнарудены подтеки масла. Опасность падения.
684,2,10.06.21,004,На участке обнаружены сломанные поддоны с деталями. Риск сваливания деталей на работника.
685,3,02.06.21,004,Вокруг станка неровный пол. Есть риск споткнутся.
686,4,16.06.21,004,Деревянный брусок на проезжей части пролета
687,5,16.06.21,004,На поддоне была сложена заготовка  одна из деталей в партии была сложена так  что перегородило проход к станку.
688,6,16.06.21,004,Сломан контейнер для деталей
689,7,02.06.21,004,Не аккуратно сложена обрезь(полоса). Края торчат на проходе.
690,8,25.06.21,004,Скользкий металический лист М/У Ж/Д путей. Риск подскользнутся.
691,9,25.06.21,004,Кафель на полах поломалось и образовались ямы  есть вероятность получить травму.
692,10,25.06.21,004,В душевой нет резиновых ковриков. Есть риск подскользнуться и получить травму.
693,11,25.06.21,004,Разрушена сетка - может привести к травме.
694,12,29.06.21,004,Трещина в деревянной ручке молотка
695,13,29.06.21,004,Между станками №9 и №22 на поддоне лежит обрезь 2500*50*3 с выступающими острыми краями. Что иогло привести к травме ног.
696,14,29.06.21,004,После доливки масла у станка образовалось маслянное пятно- у педали управления станком. Могло привести к травме.
697,1,14.04.21,004,Станок ACE. Рядом сним разлив масла на полу. Опасность падения работ ников.
698,2,14.04.21,004,Станок FP№3 За столом оператора сломана розетка. Опасность поражения эл. Током.
699,3,07.04.21,004,Около листоправильной машыны неровный пол. Появилась яма. Рабочий может оступиться и упасть.
700,4,07.04.21,004,На участке КРП  а именно SG1-SG3. Мелкие детали после реза попадают под станки или в мусор. При их сборе есть опасность получить травму.
701,5,28.04.21,004,Брусок от поддона валялся около Финн4
702,6,28.04.21,004,На складе нп проезжей части валялась палка от поддона.
703,7,26.04.21,004,не работает звуковой сигнал
704,8,26.04.21,004,Около зоны кнопки открытия ворот на полу торчат штыри об которые можно споткнуться
705,9,26.04.21,004,В душевой на первом этаже может упасть потолок который может привести к травме.
706,10,30.04.21,004,Споткнулся о выбоене в полу 
707,11,30.04.21,004,Возле лазера №4 разломан пол. Можно споткнуться и получить травму.
708,12,30.04.21,004,При замене газа на стойке большая вероятность получить травму из-за высокой ступеньки
709,13,30.04.21,004,Около большой вальцовки где проходит рельсы. Торчит уголок. Можно споткнуться и получить травму.
710,14,30.04.21,004,На участке штамповки  возле станка инв№6429  установлен на стол аварийный поддон с деталями! Риск получения травмы.
711,15,30.04.21,004,Течет масло на станке Beyler/ Под станком большая лужа. Риск подскользнуться и получить травму.
712,16,30.04.21,004,Возле пожарного гидранта №22 приподнята от пола полоса заземления. Риск падения.
713,17,30.04.21,004,Пресс Инв№206437. Возле станка маслянное пятно. Риск подскользнуться и получить травму.
714,18,30.04.21,004,"На участке штамповки  возле оснастки ""пробивка""  высокоторчащая шина заземления. Риск споткнуться и получить травму."
715,19,30.04.21,004,Возле станка Инв№6294 установлен поддон. Торчащие концы заготовки  выходят за линии разметки .Риск споткнуться и получить травму.
716,20,30.04.21,004,За прессом Инв№6294 размотан шланг подачи воздуха. Риск споткнуться и получить травму.
717,21,30.04.21,004,На пуансоне Ш1-5225 треснул держатель пуансона. Риск разлома.
718,1,19.07.21,004,В модуле на складе у кладовщиков сломан стул  с которого можно упасть.
719,2,19.07.21,004,На красной каре не работают тормоза.
720,3,19.07.21,004,В раздевалке на первом этаже скоро упадет потолок.
721,4,19.07.21,004,В раздевалке на первом этаже на стенах грибок.
722,5,16.07.21,004,Возле гибочного пресса RAS куча поддонов - невозможно подойти к станку. Риск получить травму ноги.
723,6,16.07.21,004,Подход к станку заставлен деталями. Есть риск порезаться.
724,7,21.07.21,004,По полу потеки масла. Опасность падения.
725,8,21.07.21,004,Габаритные детали без маркировки опасности. Риск травмы.
726,9,20.07.21,004,Постоянно теч масла из под станка в рабочую зону. Риск подскользнуться и получить травму.
727,10,20.07.21,004,Заменить стол удерживающий детали.
728,11,20.07.21,004,В душевой нет резиновых ковриков. Риск подскользнуться и получить травму.
729,12,20.07.21,004,Несколько ям в дорожном покрытии возле Метоп
730,13,28.07.21,004,Лежал сломанный поддон  риск об него споткнуться и упасть
731,14,27.07.21,004,Обрыв воздушного шланга
732,15,26.07.21,004,Возле станка №6294 на проходе лежал шланг подачи воздуха. Риск споткнутся и упасть.
733,16,26.07.21,004,Между станками №17 и 18 лежала обрезь металическая с острыми кромками. Была опасность получения травмы ног.
734,17,26.07.21,004,Возле стака №22 на поддоне лежит заготовка больших габаритов  выступающая за пределы разметки. Риск получить травму ног.
735,18,26.07.21,004,Вдоль Абканта №3 находятся провода и шланги. Риск споткнуться и упасть
736,19,26.07.21,004,На поддоне вылезли гвозди. Риск поранится.
737,20,26.07.21,004,Возле хранения сито  было разлито масло. Риск подскользнуться и получить травму.
738,21,27.07.21,004,Сломан поддон для готовых деталей.
739,22,26.07.21,004,На кранбалке перекручены троса  риск поранить руки.
740,23,26.07.21,004,Поддон мешает проходу к станку. Риск споткнуться и упасть
741,24,27.07.21,004,На столе у преса 206437 стоял сломанный поддон. Риск падения деталей.
742,25,27.07.21,004,Возле станка FEMAS стоял проходной контейнер который мешал проходу к станку. Риск споткнутся и получить травму.
743,26,27.07.21,004,Сбоку станка №205096 обнаружил лужу масла. Риск подскользнутся и упасть
744,1,21.07.21,004,По полу потеки масла. Опасность падения.
745,2,04.08.21,004,Станок ACF потеки масла на полу. Опасность падения и получения травмы.
746,3,04.08.21,004,В комнате для приема пищи разбита одна из розеток. Опасность поражения эл. Током. 
747,4,11.08.21,004,В центральной части цеха не работает вытяжка.
748,5,11.08.21,004,У станка было разлито масло.
749,6,19.08.21,004,По полу потеки масла. Опасность падения.
750,7,19.08.21,004,Станок FP№1 Поддоны с габаритной заготовкой стоят без предупредительного маркера. Опасность получения пореза.
751,8,25.08.21,004,Плохо закреплены панели над входом к технологам КРП
752,9,26.08.21,004,Не работает указатель поворота  может привести к ДТП
753,10,26.08.21,004,Не исправно рулевое управление
754,1,08.09.21,004,В крмнате для приема пищи соят два контейнера в которые складываются пищевые отходы. Из-за этого появились мыши. После выходных стоит сильный запах.
755,2,09.09.21,004,В летнее время температура в цехе доходит до 42 градусов С. Есть вероятность. Что станет плохо рабочим.
756,3,15.09.21,004,В комнате приема пищи сломан блок розеток. Опасность поражения эл. Током
757,4,15.09.21,004,Потеки масла рядом со станком FP№2. Опасность падения и получения травмы.
758,5,22.09.21,004,Возле складского модуля открыты ворота  постоянный сквозняк возле 5 и 6 Фина. Что приводит к простудным заболеваниям.
759,6,22.09.21,004,Плохо закреплены панели над входом к технологам КРП
760,7,29.09.21,004,Возле станка ВМ-100 подтекает масло  есть риск подскользнутся.
761,8,29.09.21,004,В душевой нет резиновых ковриков  есть риск подскользнуться и получить траму.
762,9,29.09.21,004,Неисправные стулья. Риск падения.
763,10,29.09.21,004,Очень низко свесают ветки дерева карагач. При ветренной погоде риск повреждения глаз.
764,11,29.09.21,004,Отсутствие света на рабочем месте
765,12,29.09.21,004,Поломка ножек от защитных ультрафиолетовых штор
766,13,29.09.21,004,Возле станка ВМ-100 подтекает масло  есть риск подскользнутся.
767,14,29.09.21,004,В рабочей зне станка ВМ-200 разрушено напольное покрытие. Существует риск запнуться и получить травму.
768,15,29.09.21,004,Течь масла с ножниц гидравлических BEYELER. Рис подскользнутся.
769,16,29.09.21,004,На стелаже со штампами №2 складирован штамп близко к краю.
770,17,29.09.21,004,Из контейнера с обрезью  торчала обрезь. Риск порезаться и получить травму.
771,18,29.09.21,004,"Высоко торчащее от пола заземление  возле стелажа оснастки пробивки №669"""
772,19,29.09.21,004,Выпирающие концы  габаритных деталей возле станка инв№6430
773,20,29.09.21,004,За прессом №6430. на полу лежал шланг подачи воздуха.
774,21,29.09.21,004,Потеки масла на полу возле пресса №205363
775,22,29.09.21,004,В туалете. Возле умывальника на полу разлита вода. Риск подскользнуться и упасть.
776,23,29.09.21,004,На участке штамповки установлен контейнер с заготовками за линию разметки.
777,24,29.09.21,004,Возле пресса №6322 торчит кусок заземления.
778,25,29.09.21,004,На участке штамповки обнаружена табуретка со сломаной ножкой. Риск упасть и получить травму.
779,26,29.09.21,004,Возле пожарного гидранта №22 высоко от пола торчит шина заземления. Риск споткнуться и получить травму.
780,1,06.10.21,004,Между модулем и компрессором были подтеки масла
781,2,06.10.21,004,Часто открыты ворота в районе складского модуля. Сквознякю Риск заболеть
782,3,01.10.21,004,Сломан поддон для готовых деталей
783,4,01.10.21,004,удлиннитель на проходе. Риск споткнуться.
784,5,01.10.21,004,На сломанном поддоне лежали детали. Поддон мог сломаться и привести к травме.
785,6,01.10.21,004,Возле модуля мастеров из пола выступает часть арматуры. Риск споткнуться.
786,7,01.10.21,004,Бирки на полу. Рис подскользнуться.
787,8,01.10.21,004,Из контейнера отходов металла выступает обрезь металла с острыми кромками
788,9,27.10.21,004,В комнате приема пищи была неисправна розетка.
789,10,27.10.21,004,Станок SG2 телега с неисправным тормозом. Опасность скатывания на оператора.
790,11,23.10.21,004,В душевой на первом этаже может обрушиться потолок
791,12,23.10.21,004,В комнате приема пищи сломаны стулья
792,13,23.10.21,004,На каре отсуствует свет
793,14,23.10.21,004,На красной каре отсутствуют тормоза.
794,15,20.10.21,004,При осмотре рабочего места обнаружил  что бруски-прокладки лежат с торчащими наружу гвоздями.
795,16,20.10.21,004,Крупногабаритные детали лежали на поддоне без обозначения выступающих частей.
796,17,20.10.21,004,В душевой плохой слив. Пол в раздевалке скользкий. Риск подскользнуться.
797,18,20.10.21,004,Рядом со станком в полу неровность. Выбоина
798,19,20.10.21,004,Рядом со станком в полу неровность. Выбоина
799,1,10.11.21,004,Станок ACF. Розлив масла. Риск падения.
800,2,10.11.21,004,Станок SG2. Находилась телега со сломанным колесом. Риск падения с нее заготовок.
801,3,10.11.21,004,Плохо закрываются ворота  выходит тепло. При закрывании можно получить травму.
802,4,09.11.21,004,В душевой свисает потолок и плохо уходит вода.
803,5,03.11.21,004,Рядом со станком в полу неровность. Выбоина
804,6,03.11.21,004,Подход к SG№2 заставлен тележками. Есть вероятность порезаться
805,7,17.11.21,004,У тележки открутилось крепление колеса. Есть вероятность  что колесо отвалится и с телеги упадет поддон с деталямию
806,8,17.11.21,004,Возле столовой бегает стая собак. Есть вероятность  что они могут проявлять агрессию и могут напасть на людей.
807,9,18.11.21,004,На участке гибки стоял контейнер  из него торчала жесткая проволока. Есть риск получить травму.
808,10,18.11.21,004,Возле Абканта находятся провода. Риск споткнуться и упасть.
809,11,18.11.21,004,Возле Абканта протекает масло. Риск поскольнуться и упасть.
810,12,18.11.21,004,За 3-м лазером не удобно менять балонны с газом. Все время рискуешь споткнуться и упасть.
811,13,18.11.21,004,В очередной раз довожу до вашего сведения  что возле станка разбиты полы  есть возможность споткнуться и получить травму.
812,14,18.11.21,004,Возле лазерного станка №4 разломан пол  есть возможность споткнуться и получить травму.
813,15,17.11.21,004,Сломан поддон для готовых деталей.
814,16,17.11.21,004,Стерлась разметка на полу.
815,17,16.11.21,004,Рядом с местом хранения сито разлилось масло. Риск подскользнуться.
816,18,17.11.21,004,Станок № 17. Была утечка масла. Риск поскольнуться и упасть.
817,19,15.11.21,004,Лестница ведущая в женскую раздевалку - разбиты ступеньки. Риск споткнуться и упасть.
